"dataset","WordA","WordB","Rating","zRating"
"MEN","sun","sunlight",50,2.02963468145572
"MEN","automobile","car",50,2.02963468145572
"MEN","river","water",49,1.94840488857738
"MEN","stairs","staircase",49,1.94840488857738
"MEN","morning","sunrise",49,1.94840488857738
"MEN","rain","storm",49,1.94840488857738
"MEN","cat","kittens",49,1.94840488857738
"MEN","dance","dancers",49,1.94840488857738
"MEN","camera","photography",49,1.94840488857738
"MEN","cat","feline",48,1.86717509569905
"MEN","sunny","sunshine",48,1.86717509569905
"MEN","pregnancy","pregnant",48,1.86717509569905
"MEN","beach","sand",48,1.86717509569905
"MEN","bakery","bread",48,1.86717509569905
"MEN","flowers","garden",48,1.86717509569905
"MEN","grass","lawn",48,1.86717509569905
"MEN","copper","metal",48,1.86717509569905
"MEN","photos","photography",47,1.78594530282071
"MEN","cemetery","graveyard",47,1.78594530282071
"MEN","gravestone","graveyard",47,1.78594530282071
"MEN","sun","sunshine",47,1.78594530282071
"MEN","black","dark",47,1.78594530282071
"MEN","cathedral","church",47,1.78594530282071
"MEN","frozen","ice",47,1.78594530282071
"MEN","station","subway",47,1.78594530282071
"MEN","children","kids",46,1.70471550994238
"MEN","aquarium","fish",46,1.70471550994238
"MEN","light","lighting",46,1.70471550994238
"MEN","fungi","mushrooms",46,1.70471550994238
"MEN","frost","snow",46,1.70471550994238
"MEN","burn","flame",46,1.70471550994238
"MEN","ocean","sea",46,1.70471550994238
"MEN","candy","chocolate",46,1.70471550994238
"MEN","car","vehicle",46,1.70471550994238
"MEN","concert","music",46,1.70471550994238
"MEN","photos","picture",46,1.70471550994238
"MEN","grapes","wine",46,1.70471550994238
"MEN","bath","bathroom",46,1.70471550994238
"MEN","buds","flowers",46,1.70471550994238
"MEN","cat","kitty",46,1.70471550994238
"MEN","ocean","water",46,1.70471550994238
"MEN","aircraft","airplane",46,1.70471550994238
"MEN","butterfly","caterpillars",46,1.70471550994238
"MEN","hair","wig",46,1.70471550994238
"MEN","blossom","buds",46,1.70471550994238
"MEN","highway","road",46,1.70471550994238
"MEN","bunny","rabbit",46,1.70471550994238
"MEN","bread","sandwich",46,1.70471550994238
"MEN","mist","misty",46,1.70471550994238
"MEN","flowers","petals",46,1.70471550994238
"MEN","airplane","flight",46,1.70471550994238
"MEN","fish","fishing",46,1.70471550994238
"MEN","ice","snow",46,1.70471550994238
"MEN","bright","sun",45,1.62348571706404
"MEN","shade","tree",45,1.62348571706404
"MEN","bicycle","bike",45,1.62348571706404
"MEN","truck","vehicle",45,1.62348571706404
"MEN","shore","water",45,1.62348571706404
"MEN","boat","fishing",45,1.62348571706404
"MEN","dog","puppy",45,1.62348571706404
"MEN","bride","wedding",45,1.62348571706404
"MEN","birds","hummingbird",45,1.62348571706404
"MEN","sea","water",45,1.62348571706404
"MEN","cow","milk",45,1.62348571706404
"MEN","birds","feathers",45,1.62348571706404
"MEN","skate","skating",45,1.62348571706404
"MEN","chapel","church",45,1.62348571706404
"MEN","branch","twigs",45,1.62348571706404
"MEN","concert","musicians",45,1.62348571706404
"MEN","clothes","dress",45,1.62348571706404
"MEN","automobile","vehicle",45,1.62348571706404
"MEN","splash","swimming",45,1.62348571706404
"MEN","bed","furniture",45,1.62348571706404
"MEN","aircraft","flight",45,1.62348571706404
"MEN","reptiles","snake",45,1.62348571706404
"MEN","motorcycle","scooter",45,1.62348571706404
"MEN","coffee","tea",45,1.62348571706404
"MEN","feathers","goose",45,1.62348571706404
"MEN","pool","swimming",45,1.62348571706404
"MEN","eyes","face",45,1.62348571706404
"MEN","dirt","dirty",45,1.62348571706404
"MEN","railway","train",45,1.62348571706404
"MEN","harbor","port",45,1.62348571706404
"MEN","fruit","strawberry",45,1.62348571706404
"MEN","flight","plane",45,1.62348571706404
"MEN","smoke","smoking",45,1.62348571706404
"MEN","ivy","plant",45,1.62348571706404
"MEN","river","stream",45,1.62348571706404
"MEN","lake","water",45,1.62348571706404
"MEN","kittens","kitty",45,1.62348571706404
"MEN","snow","snowman",45,1.62348571706404
"MEN","dog","terrier",45,1.62348571706404
"MEN","daffodils","flowers",45,1.62348571706404
"MEN","pond","water",45,1.62348571706404
"MEN","show","television",44,1.54225592418571
"MEN","handwriting","written",44,1.54225592418571
"MEN","flood","water",44,1.54225592418571
"MEN","jazz","musicians",44,1.54225592418571
"MEN","eagle","feathers",44,1.54225592418571
"MEN","grapes","vine",44,1.54225592418571
"MEN","birds","hawk",44,1.54225592418571
"MEN","clothes","outfit",44,1.54225592418571
"MEN","exhibition","museum",44,1.54225592418571
"MEN","hand","palm",44,1.54225592418571
"MEN","grave","graveyard",44,1.54225592418571
"MEN","berry","strawberry",44,1.54225592418571
"MEN","forest","oak",44,1.54225592418571
"MEN","crochet","knitting",44,1.54225592418571
"MEN","birds","eagle",44,1.54225592418571
"MEN","canine","puppy",44,1.54225592418571
"MEN","bar","cocktail",44,1.54225592418571
"MEN","bar","pub",44,1.54225592418571
"MEN","sunlight","sunshine",44,1.54225592418571
"MEN","apple","fruit",44,1.54225592418571
"MEN","sun","sunrise",44,1.54225592418571
"MEN","gymnastics","sports",44,1.54225592418571
"MEN","sailing","ship",44,1.54225592418571
"MEN","beach","sea",44,1.54225592418571
"MEN","game","hockey",44,1.54225592418571
"MEN","bed","pillow",44,1.54225592418571
"MEN","daffodils","tulip",44,1.54225592418571
"MEN","flowers","plant",44,1.54225592418571
"MEN","fire","smoke",44,1.54225592418571
"MEN","canine","dog",44,1.54225592418571
"MEN","bracelet","jewelry",44,1.54225592418571
"MEN","feline","kitty",44,1.54225592418571
"MEN","architecture","building",44,1.54225592418571
"MEN","shop","shopping",44,1.54225592418571
"MEN","highway","traffic",44,1.54225592418571
"MEN","lizard","reptiles",44,1.54225592418571
"MEN","music","piano",44,1.54225592418571
"MEN","strawberry","sweet",44,1.54225592418571
"MEN","snow","winter",44,1.54225592418571
"MEN","autumn","spring",44,1.54225592418571
"MEN","bacon","meat",44,1.54225592418571
"MEN","raspberry","strawberry",44,1.54225592418571
"MEN","chipmunk","squirrel",44,1.54225592418571
"MEN","coast","harbor",44,1.54225592418571
"MEN","dress","skirt",44,1.54225592418571
"MEN","sun","sunny",44,1.54225592418571
"MEN","lily","tulip",44,1.54225592418571
"MEN","grave","gravestone",44,1.54225592418571
"MEN","bright","sunny",44,1.54225592418571
"MEN","dandelion","plant",44,1.54225592418571
"MEN","light","sunlight",44,1.54225592418571
"MEN","hill","mountain",43,1.46102613130737
"MEN","burger","food",43,1.46102613130737
"MEN","sea","shore",43,1.46102613130737
"MEN","feathers","peacock",43,1.46102613130737
"MEN","children","mother",43,1.46102613130737
"MEN","night","sunset",43,1.46102613130737
"MEN","orange","peel",43,1.46102613130737
"MEN","subway","train",43,1.46102613130737
"MEN","camera","lens",43,1.46102613130737
"MEN","daisy","petals",43,1.46102613130737
"MEN","aircraft","wing",43,1.46102613130737
"MEN","bloom","flowers",43,1.46102613130737
"MEN","clothes","jacket",43,1.46102613130737
"MEN","dinner","restaurant",43,1.46102613130737
"MEN","swim","swimming",43,1.46102613130737
"MEN","cemetery","gravestone",43,1.46102613130737
"MEN","cigarette","smoke",43,1.46102613130737
"MEN","shirt","skirt",43,1.46102613130737
"MEN","baby","pregnant",43,1.46102613130737
"MEN","cherry","fruit",43,1.46102613130737
"MEN","beef","meat",43,1.46102613130737
"MEN","blossom","daffodils",43,1.46102613130737
"MEN","bloom","blossom",43,1.46102613130737
"MEN","maple","oak",43,1.46102613130737
"MEN","frost","winter",43,1.46102613130737
"MEN","color","pink",43,1.46102613130737
"MEN","dog","poodle",43,1.46102613130737
"MEN","lantern","light",43,1.46102613130737
"MEN","coast","sea",43,1.46102613130737
"MEN","tunnel","underground",43,1.46102613130737
"MEN","dog","pets",43,1.46102613130737
"MEN","hair","haircut",43,1.46102613130737
"MEN","day","sunset",43,1.46102613130737
"MEN","bikini","swimsuit",43,1.46102613130737
"MEN","rail","railway",43,1.46102613130737
"MEN","art","museum",43,1.46102613130737
"MEN","painting","portrait",43,1.46102613130737
"MEN","dress","wedding",43,1.46102613130737
"MEN","poodle","puppy",43,1.46102613130737
"MEN","port","ship",43,1.46102613130737
"MEN","bloom","tulip",43,1.46102613130737
"MEN","cold","winter",43,1.46102613130737
"MEN","bakery","cake",43,1.46102613130737
"MEN","building","roof",43,1.46102613130737
"MEN","iron","steel",43,1.46102613130737
"MEN","birds","stork",43,1.46102613130737
"MEN","lily","plant",43,1.46102613130737
"MEN","eat","food",43,1.46102613130737
"MEN","bathroom","kitchen",43,1.46102613130737
"MEN","jazz","music",43,1.46102613130737
"MEN","fabric","wool",43,1.46102613130737
"MEN","aquarium","tank",43,1.46102613130737
"MEN","fire","flame",43,1.46102613130737
"MEN","bloom","rose",43,1.46102613130737
"MEN","leaf","nature",43,1.46102613130737
"MEN","town","village",43,1.46102613130737
"MEN","apple","orange",43,1.46102613130737
